# 编码	词频（wordfreq 英文 Zipf × 1000）
transposed	2550
transposes	1700
transposing	2120
transverse	3270
transverses	0
trap	4330
trapdoor	2490
trapeze	2690
trapezes	1270
trapezoid	2270
trapezoids	1530
trapped	4190
trapper	2950
trappers	2620
trapping	3380
trappings	2890
traps	3760
trash	4420
trashed	3210
trashes	2160
trashier	1320
trashiest	1720
trashing	2900
trashy	3070
trauma	4140
traumas	2790
traumatic	3790
traumatised	2640
traumatized	3170
travel	5000
traveled	4059
traveler	3570
travelers	3840
traveling	4270
travelled	3980
traveller	3490
travellers	3680
travelling	4160
travels	4050
traverse	3400
traversed	2930
traverses	2730
traversing	2910
travestied	0
travesties	1860
travesty	3000
travestying	0
trawl	2650
trawled	1880
trawler	2670
trawlers	2550
trawling	2640
trawls	2000
tray	3750
trays	3240
treacheries	1210
treacherous	3320
treachery	3130
treacle	2480
tread	3520
treading	2900
treadmill	3350
treadmills	2400
treads	2860
treason	3840
treasure	4170
treasured	3120
treasurer	3930
treasurers	2560
treasures	3700
treasuries	2720
treasuring	1780
treasury	4240
treat	4750
treated	4710
treaties	3710
treating	4270
treatise	3380
treatises	2820
treatment	5010
treatments	4090
treats	4059
treaty	4310
treble	3330
trebled	2390
trebles	2080
trebling	1600
tree	4850
treed	1920
treeing	1430
trees	4690
trek	3960
trekked	2340
trekking	3020
treks	2530
trellis	2590
trellised	1310
trellises	1820
trellising	1120
tremble	3040
trembled	2550
trembles	2450
trembling	3270
tremendous	4070
tremendously	3410
tremor	3050
tremors	2980
trench	3700
trenched	1430
trenches	3510
trenching	2050
trend	4510
trended	2520
trendier	1730
trendies	1210
trendiest	2009
trending	3620
trends	4320
trendy	3470
trepidation	2720
trespass	3110
trespassed	2240
trespasser	2410
trespassers	2530
trespasses	2500
trespassing	3140
trestle	2640
trestles	2170
trial	4870
trialed	1950
trialing	1820
trialled	2380
trialling	2150
trials	4320
triangle	3930
triangles	3270
triangular	3420
tribal	4030
tribe	4120
tribes	4030
tribulation	2730
tribulations	2830
tribunal	3880
tribunals	3080
tributaries	3150
tributary	3150
tribute	4250
tributes	3270
trick	4480
tricked	3420
trickery	2950
trickier	2750
trickiest	2200
tricking	3000
trickle	3250
trickled	2530
trickles	2390
trickling	2760
tricks	4150
trickster	2870
tricksters	2170
tricky	3960
tricycle	2790
tricycles	2190
tried	5160
tries	4530
trifle	2930
trifled	2110
trifles	2360
trifling	2690
trigger	4250
triggered	3990
triggering	3480
triggers	3610
trigonometry	2760
trill	2730
trilled	1780
trilling	2370
trillion	3790
trillions	3040
trillionth	1630
trillionths	0
trills	2270
trilogies	2150
trilogy	3860
trim	3890
trimester	3070
trimesters	1950
trimmed	3470
trimmer	2780
trimmest	0
trimming	3230
trims	2770
trinity	3900
trinket	2700
trinkets	2870
trio	3940
trios	2540
trip	4900
tripe	2710
triple	4310
tripled	3090
triples	2870
triplet	2700
triplets	3050
triplicate	2360
triplicated	0
triplicates	1200
triplicating	0
tripling	2490
tripod	3180
tripods	2340
tripos	2040
tripped	3430
tripping	3520
trips	4230
trite	2800
triter	0
tritest	0
triumph	3960
triumphant	3370
triumphed	2910
triumphing	2220
triumphs	3220
trivia	3470
trivial	3660
triviality	2050
trivially	2300
trod	2540
trodden	2630
troll	3730
trolled	2880
trolley	3440
trolleys	2700
trolling	3440
trolls	3620
trombone	2970
trombones	2260
troop	3690
trooped	1970
trooper	3420
troopers	3340
trooping	2200
troops	4640
trophies	3670
trophy	4170
tropical	4180
trot	3210
trots	2420
trotted	2710
trotting	2900
trouble	4790
troubled	3910
troublemaker	2700
troublemakers	2640
troubles	3990
troublesome	3390
troubling	3500
trough	3430
troughs	2710
trounce	2020
trounced	2330
trounces	1540
trouncing	2060
troupe	3250
trouped	0
troupes	2340
trouping	0
trouser	2850
trousers	3700
trout	3780
trouts	1800
trowel	2450
troweled	1090
troweling	0
trowelled	0
trowelling	0
trowels	1660
truancy	2470
truant	2430
truanted	0
truanting	0
truants	1650
truce	3520
truces	1890
truck	4640
trucked	2370
trucking	3350
trucks	4200
trudge	2400
trudged	2430
trudges	1610
trudging	2420
true	5400
trued	1550
truer	2970
trues	1430
truest	2920
truffle	3060
truffles	2960
truing	1590
truism	2410
truisms	1830
truly	4870
trump	4930
trumped	2810
trumpet	3580
trumpeted	2190
trumpeting	2460
trumpets	3150
trumping	2090
trumps	3470
truncate	2240
truncated	3030
truncating	1860
truncation	2280
trunk	4030
trunking	2029
trunks	3430
trust	5130
trusted	4200
trustee	3680
trustees	3840
trustful	2050
trustier	0
trusties	1160
trustiest	0
trusting	3720
trusts	3800
trustworthy	3510
trusty	3030
truth	5050
truthful	3420
truthfully	3230
truthfulness	2590
truths	3690
try	5500
trying	5470
tryout	2860
tryouts	2800
tsar	3160
tsars	2220
tub	3850
tuba	2840
tubas	1840
tube	4360
tubed	2009
tuberculosis	3580
tubes	3940
tubing	3290
tubs	3070
tubular	3240
tuck	3550
tucked	3620
tucking	2880
tucks	2630
tuesday	4630
tuesdays	3290
tuft	2560
tufted	2700
tufting	1420
tufts	3100
tug	3500
tugged	2640
tugging	2880
tugs	2850
tuition	3970
tulip	3180
tulips	2950
tumble	3410
tumbled	3010
tumbler	2850
tumblers	2460
tumbles	2500
tumbling	3240
tummies	2260
tummy	3430
tumor	3970
tumors	3620
tumour	3390
tumours	3100
tumult	2700
tumults	1320
tumultuous	3060
tuna	3640
tunas	2060
tundra	3080
tundras	1580
tune	4270
tuned	3870
tuneful	2210
tuner	2910
tuners	2490
tunes	3820
tunic	3080
tunics	2440
tuning	3670
tunnel	4240
tunneled	2150
tunneling	2900
tunnelled	1770
tunnelling	2520
tunnels	3820
turban	2950
turbans	2450
turbine	3630
turbines	3520
turbulence	3550
turbulent	3470
tureen	1860
tureens	1210
turf	3760
turfed	1940
turfing	1700
turfs	1700
turgid	2340
turkey	4560
turkeys	3240
turmoil	3520
turmoils	1640
turn	5320
turnaround	3400
turned	5090
turner	4190
turning	4710
turnip	2840
turnips	2670
turnout	3680
turnouts	2300
turnover	3780
turnovers	3290
turnpike	3180
turnpikes	1890
turns	4760
turnstile	2390
turnstiles	2430
turntable	2960
turntables	2570
turpentine	2560
turquoise	3330
turquoises	1160
turret	3420
turrets	3150
turtle	3910
turtleneck	2620
turtlenecks	1990
turtles	3720
tusk	2950
tusks	2800
tussle	2630
tussled	1670
tussles	1680
tussling	1620
tutor	3670
tutored	2720
tutorial	3800
tutorials	3460
tutoring	3200
tutors	3150
tuxedo	3110
tuxedos	2340
tv	5200
tvs	3510
twang	2560
twanged	1400
twanging	1620
twangs	1430
tweak	3270
tweaked	3080
tweaking	3130
tweaks	3150
twee	2500
tweed	3250
tweet	4170
tweeted	4090
tweeting	3540
tweets	4010
tweezers	2770
twelfth	3510
twelfths	1110
twelve	4350
twelves	1760
twenties	3480
twentieth	3800
twentieths	0
twenty	4650
twice	4840
twiddle	2120
twiddled	1390
twiddles	1350
twiddling	2290
twig	3030
twigged	1780
twigging	0
twigs	3120
twilight	3820
twin	4340
twine	2930
twined	1730
twines	1430
twinge	2530
twinged	1030
twinges	1840
twinging	0
twining	2280
twinkle	3170
twinkled	1810
twinkles	1910
twinkling	2810
twinned	2400
twinning	2710
twins	4150
twirl	2690
twirled	2190
twirling	2750
twirls	2150
twist	4220
twisted	3980
twister	3050
twisters	2480
twisting	3470
twists	3500
twitch	3760
twitched	2330
twitches	2480
twitching	2990
twitter	4830
twittered	1610
twittering	2320
twitters	2190
two	6100
twos	2760
tycoon	3160
tycoons	2340
tying	3680
type	5270
typed	3520
typeface	2850
types	4850
typescript	2590
typeset	2210
typesetter	1890
typesetting	2560
typewriter	3260
typewriters	2710
typhoid	2940
typhoon	3590
typhoons	2700
typhus	2760
typical	4590
typically	4620
typified	2720
typifies	2270
typify	2009
typifying	1530
typing	3840
typist	2630
typists	2070
typographic	2370
typographical	2770
tyrannical	2970
tyrannies	1920
tyrannise	0
tyrannised	0
tyrannises	0
tyrannising	0
tyrannize	1520
tyrannized	1310
tyrannizes	0
tyrannizing	1070
tyranny	3520
tyrant	3360
tyrants	2980
tyre	3510
tyres	3520
u	5110
ubiquitous	3420
udder	2290
udders	2120
ufo	3480
ufos	2920
ugh	4220
uglier	2850
ugliest	2980
ugliness	2980
ugly	4420
ulcer	3030
ulcers	3090
ulterior	2890
ultimate	4530
ultimately	4570
ultimatum	3250
ultimatums	2250
ultra	4230
ultrasonic	3090
ultraviolet	3330
umbrella	3890
umbrellas	3110
umpire	3370
umpired	1700
umpires	3120
umpiring	2480
umpteen	2140
un	4620
unable	4610
unacceptable	3870
unacceptably	2380
unaccepted	1820
unaccountable	2660
unaccountably	1880
unadulterated	2670
unaffected	3340
unaltered	2790
unambiguous	2890
unambiguously	2710
unanimity	2540
unanimous	3680
unanimously	3620
unanswerable	2270
unanswered	3310
unarmed	3720
unassigned	2360
unassuming	2820
unattached	2680
unattainable	2880
unattended	3180
unattractive	3360
unauthorised	3010
unauthorized	3570
unavailable	3630
unavoidable	3350
unaware	3870
unawares	2450
unbalanced	3210
unbearable	3470
unbearably	2640
unbeatable	3180
unbecoming	2630
unbelievable	4080
unbelievably	3420
unbelievers	2670
unbiased	3330
unblocked	2590
unborn	3370
unbreakable	3130
unbroken	3220
unburden	1980
unburdened	2110
unburdening	1550
unburdens	0
uncannier	0
uncanniest	0
uncanny	3330
unceasing	2230
uncertain	3990
uncertainties	3390
uncertainty	4030
unchallenged	2870
unchanged	3740
uncharitable	2150
unchristian	2000
uncle	4450
unclean	3060
uncleaner	0
uncleanest	0
unclear	3930
uncles	3340
uncomfortable	4190
uncomfortably	3000
uncommon	3870
uncommoner	0
uncommonest	0
uncompromising	3080
unconcerned	2740
unconditional	3490
unconditionally	3160
unconfirmed	3030
unconnected	2830
unconscious	3940
unconsciously	3040
unconstitutional	3650
uncontrollable	3160
uncontrolled	3200
uncontroversial	2350
unconventional	3420
unconvinced	2620
unconvincing	2690
uncountable	2440
uncouth	2520
uncover	3480
uncovered	3730
uncovering	3050
uncovers	2840
uncultured	2380
uncut	3250
undamaged	2800
undaunted	2690
undecidable	1790
undecided	3200
undecideds	2040
undefined	3040
undemocratic	2850
undeniable	3340
undeniably	3160
under	5730
underbrush	2200
undercover	3770
undercurrent	2670
undercurrents	2270
undercut	3100
underdog	3330
underdogs	2960
underestimate	3690
underestimated	3390
underestimates	2530
underestimating	2870
underflow	1700
underfoot	2660
undergarment	2040
undergarments	2570
undergo	3810
undergoes	3190
undergoing	3710
undergone	3580
undergraduate	3850
undergraduates	3140
underground	4320
undergrounds	1410
undergrowth	2670
underhanded	2480
underlain	2020
underlay	2280
underlays	0
underlie	2680
underlies	2680
underline	2980
underlined	3100
underlines	2760
underlining	2690
underlying	4170
undermine	3650
undermined	3320
undermines	3130
undermining	3320
underneath	4080
underneaths	0
undernourished	2290
underpants	2920
underpass	2560
underpasses	1940
underprivileged	2920
underrate	2110
underrated	3610
underrates	1210
underrating	1500
underscore	2970
underscored	2780
underscores	2920
underscoring	2420
undershirt	2280
undershirts	1790
underside	3240
undersides	2090
understand	5370
understandable	3740
understandably	3260
understanding	4820
understandings	2960
understands	4130
understatement	3360
understatements	1410
understood	4580
understudied	2009
understudies	1900
understudy	2750
understudying	1400
undertake	3730
undertaken	3850
undertaker	3180
undertakers	2350
undertakes	2950
undertaking	3720
undertakings	2890
undertone	2620
undertones	2810
undertook	3440
undertow	2430
undertows	0
underwater	3920
underwear	3960
underweight	2830
underwent	3650
underworld	3460
underworlds	1430
underwrite	2550
underwrites	1830
underwriting	3140
underwritten	2610
underwrote	1890
undeserved	2690
undesirable	3360
undesirables	2330
undetected	3030
undeveloped	3110
undid	2530
undisturbed	2990
undo	3570
undocumented	3440
undoes	2270
undoing	3080
undoings	0
undone	3370
undoubted	2610
undoubtedly	3880
undress	2870
undressed	2960
undresses	1900
undressing	2620
undue	3290
unduly	2980
undying	2910
unearth	2690
unearthed	3190
unearthing	2390
unearthly	2440
unearths	2100
uneasier	0
uneasiest	0
uneasily	2330
uneasiness	2510
uneasy	3450
uneconomic	2310
uneconomical	2130
uneducated	3240
unemployable	2330
unemployed	3900
unemployment	4220
unenlightened	2060
unequal	3300
unequaled	2170
unequalled	2220
unequivocal	2910
unerring	2280
unethical	3310
uneven	3550
unevenly	2660
uneventful	2910
unexpected	4230
unexpectedly	3710
unexplained	3280
unfailing	2510
unfair	4170
unfairer	0
unfairest	0
unfairly	3360
unfaithful	3070
unfamiliar	3620
unfasten	1680
unfastened	2009
unfastening	1300
unfastens	0
unfavorable	3210
unfavourable	2790
unfeasible	2490
unfeeling	2400
unfilled	2600
unfinished	3720
unfit	3520
unfits	0
unfitted	1530
unfitting	1800
unfold	3450
unfolded	3160
unfolding	3330
unfolds	3150
unforeseen	3170
unforgettable	3490
unforgivable	3010
unfortunate	4120
unfortunately	4620
unfortunates	2190
unfounded	3230
unfriendlier	0
unfriendliest	0
unfriendly	3100
unfunny	2640
unfurl	2230
unfurled	2550
unfurling	2120
unfurls	1860
ungainlier	0
ungainliest	0
ungainly	2420
ungodlier	0
ungodliest	0
ungodly	2910
ungrammatical	2000
ungrateful	3330
unhappier	1660
unhappiest	1820
unhappily	2560
unhappiness	3150
unhappy	4059
unhealthier	1400
unhealthiest	1550
unhealthy	3720
unheard	3370
unhelpful	2990
unhook	2200
unhooked	2180
unhooking	1710
unhooks	1350
unicorn	3540
unicorns	3090
unicycle	2370
unidentified	3610
unification	3360
unified	3870
unifies	2240
uniform	4330
uniformed	3180
uniforming	0
uniformity	3030
uniformly	3190
uniforms	3880
unify	3070
unifying	3150
unilateral	3350
unilaterally	3120
unimaginative	2540
unimportant	3230
unimpressed	2920
uninformative	1890
uninformed	2990
uninhibited	2590
uninitiated	2700
uninspired	2700
uninspiring	2550
unintelligent	2490
unintelligible	2820
unintended	3280
unintentional	3120
unintentionally	3210
uninterested	3020
uninteresting	2870
union	5080
unionise	1340
unionised	1840
unionises	0
unionising	0
unionize	2460
unionized	2750
unionizes	0
unionizing	1930
unions	4240
unique	4750
uniquely	3540
uniqueness	3210
uniquer	0
uniquest	0
unison	3270
unit	4950
unite	3900
united	5470
unites	3150
unities	1660
uniting	3310
units	4770
unity	4220
universal	4490
universally	3630
universals	2240
universe	4590
universes	3100
universities	4360
university	5390
unjust	3430
unjustifiable	2600
unjustified	3030
unjustly	2930
unkempt	2640
unkind	2990
unkinder	0
unkindest	1190
unkindlier	0
unkindliest	0
unkindly	1990
unknown	4530
unknowns	2960
unlabeled	2210
unlabelled	1800
unlawful	3720
unleash	3410
unleashed	3470
unleashes	2770
unleashing	2850
unless	4980
unlike	4570
unlikelier	0
unlikeliest	1840
unlikely	4310
unlimited	4100
unload	3240
unloaded	3180
unloading	3240
unloads	2340
unlock	3900
unlocked	3760
unlocking	3270
unlocks	2970
unluckier	0
unluckiest	2140
unlucky	3630
unmanned	3280
unmarked	3240
unmarried	3470
unmask	2480
unmasked	2790
unmasking	2430
unmasks	1830
unmistakable	3080
unmistakably	2630
unmitigated	2640
unmodified	2590
unmoved	2680
unnamed	3570
unnatural	3480
unnecessarily	3420
unnecessary	4180
unnerve	1910
unnerved	2510
unnerves	1700
unnerving	2850
unnoticed	3420
unobtainable	2390
unoccupied	2930
unofficial	3660
unoriginal	2560
unorthodox	3160
unpack	3040
unpacked	2800
unpacking	2890
unpacks	1870
unpaid	3730
unparalleled	3200
unpick	1860
unpleasant	3800
unpleasantly	2340
unpleasantness	2520
unpopular	3720
unpopularity	2620
unprecedented	3820
unpredictable	3680
unprepared	3270
unprincipled	2300
unprintable	1650
unprivileged	1880
unprotected	3290
unproven	2950
unprovoked	2830
unpublished	3410
unqualified	3190
unquestionable	2620
unquestionably	3190
unravel	3190
unraveled	2550
unraveling	2870
unravelled	2200
unravelling	2430
unravels	2400
unread	2710
unreadable	2620
unreal	3590
unrealistic	3540
unreasonable	3750
unreasonably	2920
unrecognised	2320
unrecognized	2850
unrelated	3800
unrelenting	2920
unreliability	2400
unreliable	3530
unremarkable	2830
unrepeatable	1830
unrepresentative	2280
unreservedly	2480
unresolved	3300
unrest	3610
unrestricted	3270
unrivaled	2520
unrivalled	2800
unruffled	2080
unrulier	0
unruliest	0
unruly	3080
unsafe	3670
unsaid	2690
unsanitary	2700
unsatisfactory	3050
unsatisfied	2980
unsavory	2720
unsavoury	2280
unscathed	2990
unscheduled	2760
unscientific	2750
unscrew	2450
unscrewed	2120
unscrewing	1980
unscrews	1450
unscrupulous	3070
unseasonable	1930
unseat	2590
unseated	2390
unseating	2080
unseats	1260
unseemlier	0
unseemliest	0
unseemly	2670
unseen	3610
unset	1820
unsettled	3220
unsightlier	0
unsightliest	0
unsightly	2790
unsigned	3170
unskilled	3050
unsolicited	3200
unsolved	3280
unsophisticated	2570
unsound	2720
unsounder	0
unsoundest	0
unspeakable	3120
unspecified	3300
unstable	3870
unstructured	2760
unstuck	2500
unsubstantiated	2880
unsuccessful	3730
unsuccessfully	3280
unsuitable	3270
unsuited	2500
unsung	2910
unsupportable	1840
unsupported	2990
unsure	3750
unsuspecting	3140
untangle	2540
untangled	2029
untangles	1150
untangling	2180
untenable	3010
unthinkable	3270
untidier	0
untidiest	0
untidy	2610
untie	2510
untied	2730
unties	1740
until	5610
untiring	2090
unto	3960
untold	3320
untouched	3420
untrained	3030
untrue	3410
untruer	0
untruest	0
untrustworthy	2830
untying	2050
unusable	2970
unused	3640
unusual	4450
unusually	3760
unveil	3200
unveiled	3760
unveiling	3220
unveils	3090
unwanted	3780
unwarranted	3110
unwary	2330
unwashed	2720
unwelcome	3140
unwell	3140
unwieldier	0
unwieldiest	0
unwieldy	2810
unwilling	3700
unwillingness	3110
unwind	3090
unwinding	2620
unwinds	1960
unwise	3090
unwiser	0
unwisest	0
unwittingly	3070
unworkable	2630
unworthy	3200
unwound	2300
unwrap	2560
unwrapped	2550
unwrapping	2270
unwraps	1690
unwritten	3050
up	6390
upbeat	3530
upbeats	1190
upbringing	3430
upbringings	1810
update	4690
updated	4550
updates	4310
updating	3690
upend	2260
upended	2330
upending	1950
upends	1750
upgrade	4240
upgraded	3930
upgrades	3780
upgrading	3620
upheaval	3130
upheavals	2670
upheld	3590
uphill	3380
uphills	1270
uphold	3520
upholding	3170
upholds	2820
upholster	1320
upholstered	2650
upholsterer	1890
upholsterers	1560
upholstering	1630
upholsters	0
upholstery	2940
upkeep	3240
uplift	3270
uplifted	2680
uplifting	3320
uplifts	2120
upload	3990
upon	5120
upped	3070
upper	4720
uppermost	2700
uppers	2690
upping	2850
upright	3740
uprights	2420
uprising	3740
uprisings	2970
uproar	3160
uproars	1130
uproot	2630
uprooted	2840
uprooting	2470
uproots	1520
ups	4410
upset	4610
upsets	3320
upsetting	3570
upshot	2680
upshots	0
upside	4010
upstairs	3870
upstanding	2770
upstart	2840
upstarted	0
upstarting	0
upstarts	2200
upstream	3560
uptake	3280
uptight	2880
uptown	3310
upturn	2480
upturned	2650
upturning	0
upturns	1300
